Machine Stitches Complex Molecules at Touch of a Button (Scientific American),http://news.feedzilla.com/en_us/stories/science/426109827?client_source=api&format=json,"Automated clipping together of modular building blocks shows promise for the
discovery of new drugs


-- Read more on ScientificAmerican.com

"
March Book Reviews Roundup (Scientific American),http://news.feedzilla.com/en_us/stories/science/425979111?client_source=api&format=json,"Books and recommendations from Scientific American


-- Read more on ScientificAmerican.com

"
Memo exposes Bush's new green strategy (climateark),http://news.feedzilla.com/en_us/stories/science/426061061?client_source=api&format=json,"Guardian: The US Republican party is changing tactics on the environment,
avoiding ""frightening"" phrases such as global warming, after a confidential
party memo warned that it is the domestic issue on which George Bush is most
vulnerable. The memo, by the leading Republican consultant Frank Luntz,
concedes the party has ""lost the environmental communications battle"" and
urges its politicians to encourage the public in the view that there is no
scientific consensus on the dangers of greenhouse gases. ""The...

"
"Month of February, as Well as This Past Winter, Were Second Warmest on Record Globally (Discover Magazine)",http://news.feedzilla.com/en_us/stories/science/426005839?client_source=api&format=json,"Even as half of the United States shivered, exceedingly warm temperatures in
most other places pushed winter temperatures globally to their second highest
on record, according to figures just released by NASA. This past December
through February period — meteorological winter— was topped only in 2007.
February itself was second warmest for the month, exceeded only by 1998. I
created the animation above to show how global temperature patterns evolved
during winter — and to emphasize th

"
NASA Launches Four Spacecraft To Study Earth-Sun Magnetism,http://rss.slashdot.org/~r/Slashdot/slashdot/~3/g4g17SdVQYE/nasa-launches-four-spacecraft-to-study-earth-sun-magnetism,"An anonymous reader writes: Late Thursday NASA used an Atlas rocket to put four new, identical spacecraft into orbit. ""The quartet of observatories is being placed into an oblong orbit stretching tens of thousands of miles into the magnetosphere &mdash; nearly halfway to the moon at one point. They will fly in pyramid formation, between 6 miles and 250 miles apart, to provide 3-D views of magnetic reconnection on the smallest of scales. Magnetic reconnection is what happens when magnetic fields like those around Earth and the sun come together, break apart, then come together again, releasing vast energy. This repeated process drives the aurora, as well as solar storms that can disrupt communications and power on Earth. Data from this two-year mission should help scientists better understand so-called space weather.""<p><div class=""share_submission"" style=""position:relative;"">
<a class=""slashpop"" href=""http://twitter.com/home?status=NASA+Launches+Four+Spacecraft+To+Study+Earth-Sun+Magnetism%3A+http%3A%2F%2Fbit.ly%2F1MDvocY""><img src=""http://a.fsdn.com/sd/twitter_icon_large.png""></a>
<a class=""slashpop"" href=""http://www.facebook.com/sharer.php?u=http%3A%2F%2Fscience.slashdot.org%2Fstory%2F15%2F03%2F15%2F1441253%2Fnasa-launches-four-spacecraft-to-study-earth-sun-magnetism%3Futm_source%3Dslashdot%26utm_medium%3Dfacebook""><img src=""http://a.fsdn.com/sd/facebook_icon_large.png""></a>

<a class=""nobg"" href=""http://plus.google.com/share?url=http://science.slashdot.org/story/15/03/15/1441253/nasa-launches-four-spacecraft-to-study-earth-sun-magnetism?utm_source=slashdot&amp;utm_medium=googleplus"" onclick=""javascript:window.open(this.href,'', 'menubar=no,toolbar=no,resizable=yes,scrollbars=yes,height=600,width=600');return false;""><img src=""http://www.gstatic.com/images/icons/gplus-16.png"" alt=""Share on Google+""/></a>                                                                                                                                                                              



</div></p><p><a href=""http://science.slashdot.org/story/15/03/15/1441253/nasa-launches-four-spacecraft-to-study-earth-sun-magnetism?utm_source=rss1.0moreanon&amp;utm_medium=feed"">Read more of this story</a> at Slashdot.</p><iframe src=""http://slashdot.org/slashdot-it.pl?op=discuss&amp;id=7102975&amp;smallembed=1"" style=""height: 300px; width: 100%; border: none;""></iframe><img src=""//feeds.feedburner.com/~r/Slashdot/slashdot/~4/g4g17SdVQYE"" height=""1"" width=""1"" alt=""""/>"
Nature vs. Nurture vs. NASA (Scientific American),http://news.feedzilla.com/en_us/stories/science/425972448?client_source=api&format=json,"The space agency sends an identical twin into orbit to study the effect of
zero gravity on human health


-- Read more on ScientificAmerican.com

"
Scientific Study Finds There Are Too Many Scientific Studies,http://rss.slashdot.org/~r/Slashdot/slashdot/~3/9dBJ2-pGiVk/scientific-study-finds-there-are-too-many-scientific-studies,"HughPickens.com writes: Chris Matyszczyk reports at Cnet that a new scientific study concludes there are too many scientific studies &mdash; scientists simply can't keep track of all the studies in their field. The paper, titled ""Attention Decay in Science,"" looked at all publications (articles and reviews) written in English till the end of 2010 within the database of the Thomson Reuters (TR) Web of Science. For each publication they extracted its year of publication, the subject category of the journal in which it is published and the corresponding citations to that publication. The 'decay' the researchers investigated is how quickly a piece of research is discarded measured by establishing the initial publication, the peak in its popularity and, ultimately, its disappearance from citations in subsequent publications. ""Nowadays papers are forgotten more quickly. Attention, measured by the number and lifetime of citations, is the main currency of the scientific community, and along with other forms of recognition forms the basis for promotions and the reputation of scientists,"" says the study. ""Typically, the citation rate of a paper increases up to a few years after its publication, reaches a peak and then decreases rapidly. This decay can be described by an exponential or a power law behavior, as in ultradiffusive processes, with exponential fitting better than power law for the majority of cases (PDF). The decay is also becoming faster over the years, signaling that nowadays papers are forgotten more quickly."" Matyszczyk says,""If publication has become too easy, there will be more and more of it.""<p><div class=""share_submission"" style=""position:relative;"">
<a class=""slashpop"" href=""http://twitter.com/home?status=Scientific+Study+Finds+There+Are+Too+Many+Scientific+Studies%3A+http%3A%2F%2Fbit.ly%2F1Fpbh2a""><img src=""http://a.fsdn.com/sd/twitter_icon_large.png""></a>
<a class=""slashpop"" href=""http://www.facebook.com/sharer.php?u=http%3A%2F%2Fscience.slashdot.org%2Fstory%2F15%2F03%2F15%2F1611231%2Fscientific-study-finds-there-are-too-many-scientific-studies%3Futm_source%3Dslashdot%26utm_medium%3Dfacebook""><img src=""http://a.fsdn.com/sd/facebook_icon_large.png""></a>

<a class=""nobg"" href=""http://plus.google.com/share?url=http://science.slashdot.org/story/15/03/15/1611231/scientific-study-finds-there-are-too-many-scientific-studies?utm_source=slashdot&amp;utm_medium=googleplus"" onclick=""javascript:window.open(this.href,'', 'menubar=no,toolbar=no,resizable=yes,scrollbars=yes,height=600,width=600');return false;""><img src=""http://www.gstatic.com/images/icons/gplus-16.png"" alt=""Share on Google+""/></a>                                                                                                                                                                              



</div></p><p><a href=""http://science.slashdot.org/story/15/03/15/1611231/scientific-study-finds-there-are-too-many-scientific-studies?utm_source=rss1.0moreanon&amp;utm_medium=feed"">Read more of this story</a> at Slashdot.</p><iframe src=""http://slashdot.org/slashdot-it.pl?op=discuss&amp;id=7103125&amp;smallembed=1"" style=""height: 300px; width: 100%; border: none;""></iframe><img src=""//feeds.feedburner.com/~r/Slashdot/slashdot/~4/9dBJ2-pGiVk"" height=""1"" width=""1"" alt=""""/>"
Starving sea lion pups stranding on California beaches (The Arizona Republic),http://news.feedzilla.com/en_us/stories/science/426070629?client_source=api&format=json,"LAGUNA BEACH, Calif. (AP) -- The starving sea lion pup was so tiny that it
looked like a rock at the base of the seaside cliff until it struggled to
raise its head as humans approached....

"
UN Backs Fossil Fuel Divestment Campaign,http://rss.slashdot.org/~r/Slashdot/slashdot/~3/zz-99AgFKD8/un-backs-fossil-fuel-divestment-campaign,"mdsolar sends this report from The Guardian:
The UN organization in charge of global climate change negotiations is backing the fast-growing campaign persuading investors to sell off their fossil fuel assets. It said it was lending its ""moral authority"" to the divestment campaign because it shared the ambition to get a strong deal to tackle global warming at a crunch UN summit in Paris in December. The move is likely to be controversial as the economies of many nations at the negotiating table heavily rely on coal, oil and gas. In 2013, coal-reliant Poland hosted the UNFCCC summit and was castigated for arranging a global coal industry summit alongside. Now, the World Coal Association has criticized the UNFCCC's decision to back divestment, saying it threatened investment in cleaner coal technologies.<p><div class=""share_submission"" style=""position:relative;"">
<a class=""slashpop"" href=""http://twitter.com/home?status=UN+Backs+Fossil+Fuel+Divestment+Campaign%3A+http%3A%2F%2Fbit.ly%2F1CjC13b""><img src=""http://a.fsdn.com/sd/twitter_icon_large.png""></a>
<a class=""slashpop"" href=""http://www.facebook.com/sharer.php?u=http%3A%2F%2Fpolitics.slashdot.org%2Fstory%2F15%2F03%2F15%2F2059226%2Fun-backs-fossil-fuel-divestment-campaign%3Futm_source%3Dslashdot%26utm_medium%3Dfacebook""><img src=""http://a.fsdn.com/sd/facebook_icon_large.png""></a>

<a class=""nobg"" href=""http://plus.google.com/share?url=http://politics.slashdot.org/story/15/03/15/2059226/un-backs-fossil-fuel-divestment-campaign?utm_source=slashdot&amp;utm_medium=googleplus"" onclick=""javascript:window.open(this.href,'', 'menubar=no,toolbar=no,resizable=yes,scrollbars=yes,height=600,width=600');return false;""><img src=""http://www.gstatic.com/images/icons/gplus-16.png"" alt=""Share on Google+""/></a>                                                                                                                                                                              



</div></p><p><a href=""http://politics.slashdot.org/story/15/03/15/2059226/un-backs-fossil-fuel-divestment-campaign?utm_source=rss1.0moreanon&amp;utm_medium=feed"">Read more of this story</a> at Slashdot.</p><iframe src=""http://slashdot.org/slashdot-it.pl?op=discuss&amp;id=7103587&amp;smallembed=1"" style=""height: 300px; width: 100%; border: none;""></iframe><img src=""//feeds.feedburner.com/~r/Slashdot/slashdot/~4/zz-99AgFKD8"" height=""1"" width=""1"" alt=""""/>"
"Valve's SteamVR: Solves Big Problems, Raises Bigger Questions",http://rss.slashdot.org/~r/Slashdot/slashdot/~3/pOXGX6tL-RM/valves-steamvr-solves-big-problems-raises-bigger-questions,"An anonymous reader writes: When Valve debuted its SteamVR headset recently, it came as somewhat of a surprise &mdash; it certainly hasn't gotten the same level of hype as the Oculus Rift. But people who got to try out the new headset almost universally impressed with the quality of the hardware and software. Eurogamer has an article about the device expressing both astonishment at how far the technology has come in three short years, as well as skepticism that we'll find anything revolutionary to do with it. Quoting: ""R demands a paradigm shift in the thinking of game designers and artists about how they build virtual space and how players should interact with it. We're only at the very beginning of this journey now. ... but this process will likely take years, and at the end of it the games won't resemble those we're currently used to. In short, they won't be Half-Life 3."" The author thinks simulation games &mdash; driving, piloting, and space combat &mdash; will be the core of the first wave, and other genres will probably have to wait for the lessons learned making sims good. He adds, ""...the practical challenges are great, too &mdash; not least in persuading players to clear enough space in their homes to use this device properly, and the potential for social stigma to attach to the goofy-looking headsets and the players' withdrawal into entirely private experiences. I still think that these present major obstacles to the widespread adoption of VR, which even more practical and commercially realistic offerings like Morpheus will struggle against.""<p><div class=""share_submission"" style=""position:relative;"">
<a class=""slashpop"" href=""http://twitter.com/home?status=Valve's+SteamVR%3A+Solves+Big+Problems%2C+Raises+Bigger+Questions%3A+http%3A%2F%2Fbit.ly%2F1FpJFKi""><img src=""http://a.fsdn.com/sd/twitter_icon_large.png""></a>
<a class=""slashpop"" href=""http://www.facebook.com/sharer.php?u=http%3A%2F%2Fgames.slashdot.org%2Fstory%2F15%2F03%2F15%2F219245%2Fvalves-steamvr-solves-big-problems-raises-bigger-questions%3Futm_source%3Dslashdot%26utm_medium%3Dfacebook""><img src=""http://a.fsdn.com/sd/facebook_icon_large.png""></a>

<a class=""nobg"" href=""http://plus.google.com/share?url=http://games.slashdot.org/story/15/03/15/219245/valves-steamvr-solves-big-problems-raises-bigger-questions?utm_source=slashdot&amp;utm_medium=googleplus"" onclick=""javascript:window.open(this.href,'', 'menubar=no,toolbar=no,resizable=yes,scrollbars=yes,height=600,width=600');return false;""><img src=""http://www.gstatic.com/images/icons/gplus-16.png"" alt=""Share on Google+""/></a>                                                                                                                                                                              



</div></p><p><a href=""http://games.slashdot.org/story/15/03/15/219245/valves-steamvr-solves-big-problems-raises-bigger-questions?utm_source=rss1.0moreanon&amp;utm_medium=feed"">Read more of this story</a> at Slashdot.</p><iframe src=""http://slashdot.org/slashdot-it.pl?op=discuss&amp;id=7103599&amp;smallembed=1"" style=""height: 300px; width: 100%; border: none;""></iframe><img src=""//feeds.feedburner.com/~r/Slashdot/slashdot/~4/pOXGX6tL-RM"" height=""1"" width=""1"" alt=""""/>"
Why There Is No Such Thing as 'Proper English',http://rss.slashdot.org/~r/Slashdot/slashdot/~3/HZCopVZUsuA/why-there-is-no-such-thing-as-proper-english,"Pikoro writes: A recent article in the Wall Street Journal explains why the concept of a ""proper"" English isn't realistic. Quoting: ""It's a perpetual lament: The purity of the English language is under assault. These days we are told that our ever-texting teenagers can't express themselves in grammatical sentences. The media delight in publicizing ostensibly incorrect usage. ... As children, we all have the instinct to acquire a set of rules and to apply them. ... We know that a certain practice is a rule of grammar because it&rsquo;s how we see and hear people use the language. ... That&rsquo;s how scholarly linguists work. Instead of having some rule book of what is &ldquo;correct&rdquo; usage, they examine the evidence of how native and fluent nonnative speakers do in fact use the language. Whatever is in general use in a language (not any use, but general use) is for that reason grammatically correct. The grammatical rules invoked by pedants aren&rsquo;t real rules of grammar at all. They are, at best, just stylistic conventions.<p><div class=""share_submission"" style=""position:relative;"">
<a class=""slashpop"" href=""http://twitter.com/home?status=Why+There+Is+No+Such+Thing+as+'Proper+English'%3A+http%3A%2F%2Fbit.ly%2F1GTxZRO""><img src=""http://a.fsdn.com/sd/twitter_icon_large.png""></a>
<a class=""slashpop"" href=""http://www.facebook.com/sharer.php?u=http%3A%2F%2Fnews.slashdot.org%2Fstory%2F15%2F03%2F16%2F0228231%2Fwhy-there-is-no-such-thing-as-proper-english%3Futm_source%3Dslashdot%26utm_medium%3Dfacebook""><img src=""http://a.fsdn.com/sd/facebook_icon_large.png""></a>

<a class=""nobg"" href=""http://plus.google.com/share?url=http://news.slashdot.org/story/15/03/16/0228231/why-there-is-no-such-thing-as-proper-english?utm_source=slashdot&amp;utm_medium=googleplus"" onclick=""javascript:window.open(this.href,'', 'menubar=no,toolbar=no,resizable=yes,scrollbars=yes,height=600,width=600');return false;""><img src=""http://www.gstatic.com/images/icons/gplus-16.png"" alt=""Share on Google+""/></a>                                                                                                                                                                              



</div></p><p><a href=""http://news.slashdot.org/story/15/03/16/0228231/why-there-is-no-such-thing-as-proper-english?utm_source=rss1.0moreanon&amp;utm_medium=feed"">Read more of this story</a> at Slashdot.</p><iframe src=""http://slashdot.org/slashdot-it.pl?op=discuss&amp;id=7104063&amp;smallembed=1"" style=""height: 300px; width: 100%; border: none;""></iframe><img src=""//feeds.feedburner.com/~r/Slashdot/slashdot/~4/HZCopVZUsuA"" height=""1"" width=""1"" alt=""""/>"
Windows 10 Enables Switching Between Desktop and Tablet Modes,http://rss.slashdot.org/~r/Slashdot/slashdot/~3/GuhJfFSvAok/windows-10-enables-switching-between-desktop-and-tablet-modes,"jones_supa writes: In Windows 8, you were trapped in either the Modern UI or using the desktop, and going back and forth between the two worlds was cumbersome. Windows 10 takes a hybrid approach, allowing the user to choose between a classic desktop and a full-screen mobile experience. The feature, which has been developed under the name ""Continuum,"" is now simply called ""Tablet mode"". In the build 9926 of Windows 10 Technical Preview, switching between the modes can finally be tried out. The leaked build 10036 shows that eventually you will also have the option to automate the process for dockable devices. Since Windows 10 is being positioned as the one OS for all of Microsoft's devices, being able to control the desktop and tablet experiences like this is critical to appeasing the consumer.<p><div class=""share_submission"" style=""position:relative;"">
<a class=""slashpop"" href=""http://twitter.com/home?status=Windows+10+Enables+Switching+Between+Desktop+and+Tablet+Modes%3A+http%3A%2F%2Fbit.ly%2F18PB2vf""><img src=""http://a.fsdn.com/sd/twitter_icon_large.png""></a>
<a class=""slashpop"" href=""http://www.facebook.com/sharer.php?u=http%3A%2F%2Ftech.slashdot.org%2Fstory%2F15%2F03%2F15%2F2054250%2Fwindows-10-enables-switching-between-desktop-and-tablet-modes%3Futm_source%3Dslashdot%26utm_medium%3Dfacebook""><img src=""http://a.fsdn.com/sd/facebook_icon_large.png""></a>

<a class=""nobg"" href=""http://plus.google.com/share?url=http://tech.slashdot.org/story/15/03/15/2054250/windows-10-enables-switching-between-desktop-and-tablet-modes?utm_source=slashdot&amp;utm_medium=googleplus"" onclick=""javascript:window.open(this.href,'', 'menubar=no,toolbar=no,resizable=yes,scrollbars=yes,height=600,width=600');return false;""><img src=""http://www.gstatic.com/images/icons/gplus-16.png"" alt=""Share on Google+""/></a>                                                                                                                                                                              



</div></p><p><a href=""http://tech.slashdot.org/story/15/03/15/2054250/windows-10-enables-switching-between-desktop-and-tablet-modes?utm_source=rss1.0moreanon&amp;utm_medium=feed"">Read more of this story</a> at Slashdot.</p><iframe src=""http://slashdot.org/slashdot-it.pl?op=discuss&amp;id=7103577&amp;smallembed=1"" style=""height: 300px; width: 100%; border: none;""></iframe><img src=""//feeds.feedburner.com/~r/Slashdot/slashdot/~4/GuhJfFSvAok"" height=""1"" width=""1"" alt=""""/>"
"Yahoo Debuts End-To-End Encryption Email Plugin, Password-Free Logins",http://rss.slashdot.org/~r/Slashdot/slashdot/~3/Xif09rLKy_8/yahoo-debuts-end-to-end-encryption-email-plugin-password-free-logins,"An anonymous reader writes: Yahoo has released the source code for a plugin that will enable end-to-end encryption for their email service. They're soliciting feedback from the security community to make sure it's built properly. They plan to roll it out to users by the end of the year. 
Yahoo also demonstrated a new authentication system that doesn't use permanent passwords. Instead, they allow you to associate your Yahoo account with your phone, and text you a code on demand any time you need to log in. It's basically just the second step of traditional two-step authentication by itself. But Yahoo says they think it's ""the first step to eliminating passwords.""<p><div class=""share_submission"" style=""position:relative;"">
<a class=""slashpop"" href=""http://twitter.com/home?status=Yahoo+Debuts+End-To-End+Encryption+Email+Plugin%2C+Password-Free+Logins%3A+http%3A%2F%2Fbit.ly%2F1Frbj9U""><img src=""http://a.fsdn.com/sd/twitter_icon_large.png""></a>
<a class=""slashpop"" href=""http://www.facebook.com/sharer.php?u=http%3A%2F%2Ftech.slashdot.org%2Fstory%2F15%2F03%2F16%2F0243228%2Fyahoo-debuts-end-to-end-encryption-email-plugin-password-free-logins%3Futm_source%3Dslashdot%26utm_medium%3Dfacebook""><img src=""http://a.fsdn.com/sd/facebook_icon_large.png""></a>

<a class=""nobg"" href=""http://plus.google.com/share?url=http://tech.slashdot.org/story/15/03/16/0243228/yahoo-debuts-end-to-end-encryption-email-plugin-password-free-logins?utm_source=slashdot&amp;utm_medium=googleplus"" onclick=""javascript:window.open(this.href,'', 'menubar=no,toolbar=no,resizable=yes,scrollbars=yes,height=600,width=600');return false;""><img src=""http://www.gstatic.com/images/icons/gplus-16.png"" alt=""Share on Google+""/></a>                                                                                                                                                                              



</div></p><p><a href=""http://tech.slashdot.org/story/15/03/16/0243228/yahoo-debuts-end-to-end-encryption-email-plugin-password-free-logins?utm_source=rss1.0moreanon&amp;utm_medium=feed"">Read more of this story</a> at Slashdot.</p><iframe src=""http://slashdot.org/slashdot-it.pl?op=discuss&amp;id=7104133&amp;smallembed=1"" style=""height: 300px; width: 100%; border: none;""></iframe><img src=""//feeds.feedburner.com/~r/Slashdot/slashdot/~4/Xif09rLKy_8"" height=""1"" width=""1"" alt=""""/>"
Zuckerberg and Gates-Backed Startup Seeks To Shake Up African Education,http://rss.slashdot.org/~r/Slashdot/slashdot/~3/FwiI4qnWt1w/zuckerberg-and-gates-backed-startup-seeks-to-shake-up-african-education,"theodp writes The WSJ reports an army of teachers wielding Nook tablets and backed by investors including Bill Gates and Mark Zuckerberg is on a mission to bring cheap [$6.50/month], internet-based, private education to millions of the world's poorest children in Africa and Asia. In Kenya, 126,000 students are enrolled at 400+ Bridge International Academies that have sprung up across the country since the company was founded in 2009. Bridge's founders are challenging the long-held assumption that governments rather than companies should lead mass education programs. The Nook tablets are used to deliver lesson plans used by teachers (aka ""scripted instruction""), as well as to collect test results from students to monitor their progress.""<p><div class=""share_submission"" style=""position:relative;"">
<a class=""slashpop"" href=""http://twitter.com/home?status=Zuckerberg+and+Gates-Backed+Startup+Seeks+To+Shake+Up+African+Education%3A+http%3A%2F%2Fbit.ly%2F1ClyktR""><img src=""http://a.fsdn.com/sd/twitter_icon_large.png""></a>
<a class=""slashpop"" href=""http://www.facebook.com/sharer.php?u=http%3A%2F%2Fnews.slashdot.org%2Fstory%2F15%2F03%2F16%2F1231214%2Fzuckerberg-and-gates-backed-startup-seeks-to-shake-up-african-education%3Futm_source%3Dslashdot%26utm_medium%3Dfacebook""><img src=""http://a.fsdn.com/sd/facebook_icon_large.png""></a>

<a class=""nobg"" href=""http://plus.google.com/share?url=http://news.slashdot.org/story/15/03/16/1231214/zuckerberg-and-gates-backed-startup-seeks-to-shake-up-african-education?utm_source=slashdot&amp;utm_medium=googleplus"" onclick=""javascript:window.open(this.href,'', 'menubar=no,toolbar=no,resizable=yes,scrollbars=yes,height=600,width=600');return false;""><img src=""http://www.gstatic.com/images/icons/gplus-16.png"" alt=""Share on Google+""/></a>                                                                                                                                                                              



</div></p><p><a href=""http://news.slashdot.org/story/15/03/16/1231214/zuckerberg-and-gates-backed-startup-seeks-to-shake-up-african-education?utm_source=rss1.0moreanon&amp;utm_medium=feed"">Read more of this story</a> at Slashdot.</p><iframe src=""http://slashdot.org/slashdot-it.pl?op=discuss&amp;id=7107375&amp;smallembed=1"" style=""height: 300px; width: 100%; border: none;""></iframe><img src=""//feeds.feedburner.com/~r/Slashdot/slashdot/~4/FwiI4qnWt1w"" height=""1"" width=""1"" alt=""""/>"
